harga_beras_kateng,date,harga_beras_nasional,lag_nasional_1,rolling_nasional_7,lag_nasional_3,rolling_nasional_14,rolling_global_30,lag_global_30,rolling_global_14,lag_global_7,global_price
13441.304347826086,2017-04-23,11375.0,11377.272727272728,11381.818181818182,11381.818181818182,11378.57142857143,377.6666666666667,370.0,380.0,380.0,380.0
13458.695652173914,2017-04-24,11372.727272727272,11375.0,11379.545454545454,11379.545454545454,11383.766233766231,378.0,370.0,380.0,380.0,380.0
13476.08695652174,2017-04-25,11370.454545454546,11372.727272727272,11377.27272727273,11377.272727272728,11385.227272727274,378.3333333333333,370.0,380.0,380.0,380.0
13493.478260869566,2017-04-26,11368.181818181818,11370.454545454546,11375.0,11375.0,11382.954545454546,378.6666666666667,370.0,380.0,380.0,380.0
13510.869565217392,2017-04-27,11365.90909090909,11368.181818181818,11372.72727272727,11372.727272727272,11380.68181818182,379.0,370.0,380.0,380.0,380.0
13528.260869565218,2017-04-28,11363.636363636364,11365.90909090909,11370.454545454544,11370.454545454546,11378.40909090909,379.3333333333333,370.0,380.0,380.0,380.0
13545.652173913044,2017-04-29,11361.363636363636,11363.636363636364,11368.181818181818,11368.181818181818,11376.136363636364,379.6666666666667,370.0,380.0,380.0,380.0
13563.04347826087,2017-04-30,11359.09090909091,11361.363636363636,11365.90909090909,11365.90909090909,11373.863636363636,380.0,370.0,380.0,380.0,380.0
13580.434782608696,2017-05-01,11356.818181818182,11359.09090909091,11363.636363636364,11363.636363636364,11371.59090909091,381.3666666666667,380.0,382.9285714285714,380.0,421.0
13597.826086956522,2017-05-02,11354.545454545454,11356.818181818182,11361.363636363634,11361.363636363636,11369.31818181818,382.73333333333335,380.0,385.8571428571428,380.0,421.0
13615.217391304348,2017-05-03,11352.272727272728,11354.545454545454,11359.09090909091,11359.09090909091,11367.045454545454,384.1,380.0,388.7857142857143,380.0,421.0
13632.608695652174,2017-05-04,11350.0,11352.272727272728,11356.818181818182,11356.818181818182,11364.772727272726,385.4666666666666,380.0,391.7142857142857,380.0,421.0
13650.0,2017-05-05,11300.0,11350.0,11347.727272727274,11354.545454545454,11359.09090909091,386.8333333333333,380.0,394.6428571428572,380.0,421.0
13850.0,2017-05-06,11350.0,11300.0,11346.103896103898,11352.272727272728,11357.142857142857,388.2,380.0,397.57142857142856,380.0,421.0
14050.0,2017-05-07,11150.0,11350.0,11316.233766233769,11350.0,11341.07142857143,389.56666666666666,380.0,400.5,380.0,421.0
13725.0,2017-05-08,11200.0,11150.0,11293.831168831168,11300.0,11328.733766233769,390.9333333333333,380.0,403.4285714285714,421.0,421.0
13400.0,2017-05-09,11250.0,11200.0,11278.896103896104,11350.0,11320.12987012987,392.3,380.0,406.3571428571428,421.0,421.0
13100.0,2017-05-10,11300.0,11250.0,11271.42857142857,11150.0,11315.25974025974,393.6666666666667,380.0,409.2857142857143,421.0,421.0
13225.0,2017-05-11,11350.0,11300.0,11271.42857142857,11200.0,11314.123376623376,395.03333333333336,380.0,412.2142857142857,421.0,421.0
13350.0,2017-05-12,11400.0,11350.0,11285.714285714286,11250.0,11316.72077922078,396.4,380.0,415.1428571428572,421.0,421.0
13350.0,2017-05-13,11391.304347826086,11400.0,11291.614906832296,11300.0,11318.859401468097,397.76666666666665,380.0,418.07142857142856,421.0,421.0
13350.0,2017-05-14,11382.608695652174,11391.304347826086,11324.844720496894,11350.0,11320.53924336533,399.1333333333333,380.0,421.0,421.0,421.0
13350.0,2017-05-15,11373.91304347826,11382.608695652174,11349.689440993789,11400.0,11321.760304912475,400.5,380.0,421.0,421.0,421.0
13350.0,2017-05-16,11365.217391304348,11373.91304347826,11366.14906832298,11391.304347826086,11322.522586109542,401.8666666666667,380.0,421.0,421.0,421.0
13350.0,2017-05-17,11356.521739130434,11365.217391304348,11374.223602484471,11382.608695652174,11322.826086956522,403.23333333333335,380.0,421.0,421.0,421.0
13350.0,2017-05-18,11347.826086956522,11356.521739130434,11373.91304347826,11373.91304347826,11322.670807453416,404.6,380.0,421.0,421.0,421.0
13350.0,2017-05-19,11339.130434782608,11347.826086956522,11365.217391304348,11365.217391304348,11325.465838509315,405.9666666666666,380.0,421.0,421.0,421.0
13350.0,2017-05-20,11330.434782608696,11339.130434782608,11356.521739130436,11356.521739130434,11324.068322981368,407.3333333333333,380.0,421.0,421.0,421.0
13350.0,2017-05-21,11321.739130434782,11330.434782608696,11347.826086956522,11347.826086956522,11336.335403726707,408.7,380.0,421.0,421.0,421.0
13350.0,2017-05-22,11313.04347826087,11321.739130434782,11339.130434782608,11339.130434782608,11344.409937888198,410.06666666666666,380.0,421.0,421.0,421.0
13350.0,2017-05-23,11304.347826086956,11313.04347826087,11330.434782608694,11330.434782608696,11348.291925465835,411.4333333333333,380.0,421.0,421.0,421.0
13350.0,2017-05-24,11295.652173913044,11304.347826086956,11321.739130434784,11321.739130434782,11347.981366459628,412.8,380.0,421.0,421.0,421.0
13350.0,2017-05-25,11286.95652173913,11295.652173913044,11313.043478260868,11313.04347826087,11343.478260869566,414.1666666666667,380.0,421.0,421.0,421.0
13350.0,2017-05-26,11278.260869565218,11286.95652173913,11304.347826086958,11304.347826086956,11334.782608695652,415.53333333333336,380.0,421.0,421.0,421.0
13350.0,2017-05-27,11269.565217391304,11278.260869565218,11295.652173913042,11295.652173913044,11326.08695652174,416.9,380.0,421.0,421.0,421.0
13350.0,2017-05-28,11260.869565217392,11269.565217391304,11286.956521739132,11286.95652173913,11317.391304347826,418.26666666666665,380.0,421.0,421.0,421.0
13350.0,2017-05-29,11252.173913043478,11260.869565217392,11278.260869565216,11278.260869565218,11308.695652173914,419.6333333333333,380.0,421.0,421.0,421.0
13350.0,2017-05-30,11243.478260869566,11252.173913043478,11269.565217391306,11269.565217391304,11300.0,421.0,380.0,421.0,421.0,421.0
13350.0,2017-05-31,11234.782608695652,11243.478260869566,11260.86956521739,11260.869565217392,11291.304347826086,421.0,421.0,421.0,421.0,421.0
13350.0,2017-06-01,11226.08695652174,11234.782608695652,11252.173913043478,11252.173913043478,11282.608695652176,421.0,421.0,421.0,421.0,421.0
13350.0,2017-06-02,11217.391304347826,11226.08695652174,11243.478260869566,11243.478260869566,11273.91304347826,421.0,421.0,421.0,421.0,421.0
13350.0,2017-06-03,11208.695652173914,11217.391304347826,11234.782608695652,11234.782608695652,11265.217391304348,421.0,421.0,421.0,421.0,421.0
13350.0,2017-06-04,11200.0,11208.695652173914,11226.08695652174,11226.08695652174,11256.521739130434,421.0,421.0,421.0,421.0,421.0
13350.0,2017-06-05,11275.0,11200.0,11229.347826086958,11217.391304347826,11253.804347826086,421.0,421.0,421.0,421.0,421.0
13350.0,2017-06-06,11350.0,11275.0,11244.565217391306,11208.695652173914,11257.065217391306,421.0,421.0,421.0,421.0,421.0
