date,harga_beras_kateng,harga_beras_nasional,lag_nasional_1,rolling_nasional_7,lag_nasional_3,rolling_nasional_14,rolling_global_30,lag_global_30,rolling_global_14,lag_global_7,global_price
2025-04-07,17500.0,2.041713390776726,1.873717098396359,1.8157732604554369,1.741002355957888,1.8330575590381168,-0.652137682129386,-0.6073070200499514,-0.6888805157926849,-0.6157680690415733,-0.7581145478073953
2025-04-08,17550.0,2.211159757179021,2.043220887452318,1.8857751637636653,1.8088509611676822,1.8575541728592162,-0.6568118200954367,-0.6073070200499514,-0.6988588163218646,-0.7547693217107028,-0.7581145478073953
2025-04-09,17400.0,2.177270483898562,2.2127246765082775,1.9539509304638536,1.8766995663774764,1.8811321636620242,-0.6614859580614865,-0.6073070200499514,-0.7088371168510443,-0.7547693217107028,-0.7581145478073953
2025-04-10,17402.17391304348,2.158115677261781,2.1788239186970855,2.014504561756568,2.0463210794019617,1.904856601612676,-0.6661600960275362,-0.6073070200499514,-0.7188154173802248,-0.7547693217107028,-0.7581145478073953
2025-04-11,17404.347826086956,2.1389608706250005,2.159662620803803,2.072305755263249,2.215942592426447,1.9287274867111703,-0.6708342339935869,-0.6073070200499514,-0.7287937179094021,-0.7547693217107028,-0.7581145478073953
2025-04-12,17406.521739130436,2.119806063988219,2.1405013229105214,2.117615115741012,2.18201828982155,1.9527448189575076,-0.6755083719596366,-0.6073070200499514,-0.7387720184385834,-0.7547693217107028,-0.7581145478073953
2025-04-13,17408.695652173912,2.100651257351437,2.1213400250172385,2.150432643189862,2.1628436840013907,1.9769085983516925,-0.6801825099256864,-0.6073070200499514,-0.7487503189677622,-0.7547693217107028,-0.7581145478073953
2025-04-14,17410.869565217392,2.081496450714657,2.102178727123956,2.1561492447454684,2.143669078181232,2.001218824893716,-0.684856647891737,-0.6073070200499514,-0.7587286194969419,-0.7547693217107028,-0.7581145478073953
2025-04-15,17413.043478260868,2.0623416440778755,2.0830174292306745,2.134764920407831,2.1244944723610724,2.025675498583585,-0.6895307858577868,-0.6073070200499514,-0.7587286194969419,-0.7547693217107028,-0.7581145478073953
2025-04-16,17415.217391304348,2.0431868374410938,2.0638561313373915,2.1154978559056046,2.105319866540913,2.0502786194212983,-0.6942049238238366,-0.6073070200499514,-0.7587286194969419,-0.7547693217107028,-0.7581145478073953
2025-04-17,17417.391304347828,2.0240320308043125,2.044694833444109,2.0962307914033773,2.0861452607207545,2.0710474876609246,-0.6988790617898871,-0.6073070200499514,-0.7587286194969419,-0.7547693217107028,-0.7581145478073953
2025-04-18,17419.565217391304,2.004877224167532,2.025533535550826,2.0769637269011487,2.066970654900595,2.0904317646845776,-0.703553199755937,-0.6073070200499514,-0.7587286194969419,-0.7547693217107028,-0.7581145478073953
2025-04-19,17421.739130434784,1.9857224175307504,2.0063722376575446,2.0576966623989223,2.047796049080435,2.1035321277280343,-0.7082273377219868,-0.6073070200499514,-0.7587286194969419,-0.7547693217107028,-0.7581145478073953
2025-04-20,17423.91304347826,1.966567610893969,1.9872109397642619,2.0384295978966946,2.028621443260276,2.1103485767912953,-0.7129014756880373,-0.6073070200499514,-0.7587286194969419,-0.7547693217107028,-0.7581145478073953
2025-04-21,17426.08695652174,1.9474128042571885,1.9680496418709792,2.0191625333944674,2.0094468374401173,2.1035321277280343,-0.7175756136540871,-0.6073070200499514,-0.7587286194969419,-0.7547693217107028,-0.7581145478073953
2025-04-22,17428.260869565216,1.9282579976204068,1.9488883439776978,1.999895468892241,1.990272231619958,2.0830827805382475,-0.7222497516201369,-0.6073070200499514,-0.7587286194969419,-0.7547693217107028,-0.7581145478073953
2025-04-23,17430.434782608696,1.9091031909836254,1.929727046084415,1.9806284043900138,1.9710976257997983,2.0636985035145945,-0.7269238895861875,-0.6073070200499514,-0.7587286194969419,-0.7547693217107028,-0.7581145478073953
2025-04-24,17432.608695652172,1.889948384346845,1.9105657481911322,1.9613613398877863,1.9519230199796398,2.0443142264909433,-0.7315980275522372,-0.6073070200499514,-0.7587286194969419,-0.7547693217107028,-0.7581145478073953
2025-04-25,17434.782608695652,1.8707935777100635,1.8914044502978509,1.94209427538556,1.9327484141594802,2.0249299494672903,-0.7362721655182871,-0.6073070200499514,-0.7587286194969419,-0.7547693217107028,-0.7581145478073953
2025-04-26,17436.956521739132,1.851638771073282,1.872243152404568,1.9228272108833337,1.9135738083393208,2.005545672443638,-0.7409463034843377,-0.6073070200499514,-0.7587286194969419,-0.7547693217107028,-0.7581145478073953
2025-04-27,17439.130434782608,1.8324839644365003,1.8530818545112853,1.9035601463811063,1.8943992025191623,1.9861613954199864,-0.7456204414503874,-0.6073070200499514,-0.7587286194969419,-0.7547693217107028,-0.7581145478073953
2025-04-28,17441.304347826088,1.8133291577997201,1.8339205566180026,1.8842930818788788,1.8752245966990027,1.966777118396335,-0.7502945794164372,-0.6073070200499514,-0.7587286194969419,-0.7547693217107028,-0.7581145478073953
2025-04-29,17443.478260869564,1.7941743511629384,1.814759258724721,1.8650260173766526,1.856049990878843,1.9473928413726822,-0.7549687173824878,-0.6073070200499514,-0.7587286194969419,-0.7547693217107028,-0.7581145478073953
2025-04-30,17445.652173913044,1.775019544526157,1.7955979608314383,1.8457589528744238,1.8368753850586834,1.9280085643490295,-0.7596428553485376,-0.6073070200499514,-0.7587286194969419,-0.7547693217107028,-0.7581145478073953
2025-05-01,17447.82608695652,1.7558647378893766,1.7764366629381556,1.8264918883721963,1.8177007792385251,1.908624287325378,-0.7521642346028572,-0.7456259008241255,-0.7427633386502535,-0.7547693217107028,-0.5352957904405465
2025-05-02,17450.0,1.736709931252595,1.757275365044874,1.8072248238699702,1.7985261734183655,1.8892400103017255,-0.7446856138571775,-0.7456259008241255,-0.7267980578035674,-0.7547693217107028,-0.5352957904405465
2025-05-03,17450.0,1.736709931252595,1.7381140671515913,1.7907101971537758,1.779351567598206,1.8712403244940476,-0.7372069931114971,-0.7456259008241255,-0.7108327769568805,-0.7547693217107028,-0.5352957904405465
2025-05-04,17475.0,1.7536545678928246,1.7381140671515913,1.7793828570343364,1.7601769617780476,1.8558500605934007,-0.7297283723658173,-0.7456259008241255,-0.6948674961101929,-0.7547693217107028,-0.5352957904405465
2025-05-05,17500.0,1.770599204533054,1.7550644460571874,1.7732428035116479,1.741002355957888,1.8430692185997843,-0.7222497516201369,-0.7456259008241255,-0.6789022152635052,-0.7547693217107028,-0.5352957904405465
2025-05-06,17500.0,1.872267024374431,1.7720148249627832,1.7844642806393167,1.741002355957888,1.839021951968472,-0.7147711308744572,-0.7456259008241255,-0.6629369344168191,-0.7547693217107028,-0.5352957904405465
2025-05-07,17525.0,2.041713390776726,1.873717098396359,1.8227866836602307,1.7579645072603365,1.8486075834636855,-0.7072925101287768,-0.7456259008241255,-0.6469716535701306,-0.7547693217107028,-0.5352957904405465
2025-05-08,17550.0,2.211159757179021,2.043220887452318,1.8882100125743868,1.7749266585627852,1.871826113085421,-0.6998138893830971,-0.7456259008241255,-0.6310063727234422,-0.5323673174400957,-0.5352957904405465
2025-05-09,17400.0,2.211159757179021,2.2127246765082775,1.9563857792745751,1.8766995663774764,1.896429233923134,-0.6923352686374167,-0.7456259008241255,-0.6150410918767562,-0.5323673174400957,-0.5352957904405465
2025-05-10,17408.695652173912,2.1875846105491368,2.2127246765082775,2.021173930238108,2.0463210794019617,1.9207128337110075,-0.684856647891737,-0.7456259008241255,-0.5990758110300692,-0.5323673174400957,-0.5352957904405465
2025-05-11,17417.391304347828,2.1640094639192524,2.189141540639622,2.080139616654264,2.215942592426447,1.9446769124490393,-0.6773780271460565,-0.7456259008241255,-0.5831105301833817,-0.5323673174400957,-0.5352957904405465
2025-05-12,17426.08695652174,2.140434317289368,2.1655584047709673,2.1332828385230433,2.215942592426447,1.9683214701372278,-0.6698994064003769,-0.7456259008241255,-0.567145249336694,-0.5323673174400957,-0.5352957904405465
2025-05-13,17434.782608695652,2.1168591706594837,2.141975268902312,2.1684293517908415,2.1923430775708668,1.9916465067755806,-0.6624207856546972,-0.7456259008241255,-0.5511799684900078,-0.5323673174400957,-0.5352957904405465
2025-05-14,17443.478260869564,2.0932840240295993,2.118392133033657,2.1758397612147755,2.1687435627152865,2.0146520223640905,-0.6549421649090176,-0.7456259008241255,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
2025-05-15,17452.17391304348,2.0697088773997137,2.094808997165002,2.1555140667948436,2.1451440478597057,2.0373380169027606,-0.6474635441633363,-0.7456259008241255,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
2025-05-16,17460.869565217392,2.0461337307698293,2.0712258612963454,2.131800756638258,2.1215445330041254,2.0597044903915904,-0.6399849234176559,-0.7456259008241255,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
2025-05-17,17469.565217391304,2.0225585841399445,2.0476427254276905,2.1080874464816697,2.0979450181485446,2.0803668516146043,-0.6325063026719762,-0.7456259008241255,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
2025-05-18,17478.260869565216,1.9989834375100601,2.024059589559035,2.0843741363250823,2.074345503292963,2.098100269880748,-0.6250276819262958,-0.7456259008241255,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
2025-05-19,17486.956521739132,1.9754082908801758,2.0004764536903803,2.0606608261684967,2.0507459884373826,2.1129047451900207,-0.617549061180616,-0.7456259008241255,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
2025-05-20,17495.652173913044,1.9518331442502914,1.9768933178217252,2.0369475160119097,2.0271464735818023,2.1186561240871473,-0.6100704404349356,-0.7456259008241255,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
2025-05-21,17504.347826086956,1.9282579976204068,1.95331018195307,2.0132342058553223,2.0035469587262216,2.1104550838079112,-0.6025918196892559,-0.7456259008241255,-0.5352146876433195,-0.5323673174400957,-0.5352957904405465
